calories,carb,fat,name,protein,sugar,type
52,4.0,3.9,Zucchini Noodles,1.2,2.5,Pasta
221,17.7,15.1,Orzo & Broccoli Pesto Salad,5.4,1.2,Pasta
144,7.2,7.5,Baked Ziti,12.1,1.8,Pasta
157,12.6,10.3,Pasta Melanzana,5.3,2.2,Pasta
175,23.9,6.2,Spaghetti alla Puttanesca,6.7,3.1,Pasta
72,12.4,0.8,Lentil Stew,4.5,1.7,Pasta
212,29.3,9.3,Creamy Asparagus Pasta,6.4,1.2,Pasta
388,42.4,19.7,Fettuccine alfredo,14.1,0.7,Pasta
234,3.2,17.9,Mushroom Carpaccio with Pecorino Toscano,15.8,1.4,Pasta
166,24.5,6.0,Garlic Chili Pasta with Cauliflower,6.0,0.8,Pasta
113,12.3,5.8,Broccoli Pesto Pasta,4.7,1.3,Pasta
233,19.3,13.0,Linguine with Pancetta and Sauteed Cherry Tomatoes,9.9,1.3,Pasta
148,11.7,8.8,Chicken Broccoli Fettuccine Alfredo,5.9,1.6,Pasta
173,15.4,8.1,Taco pasta,10.7,2.0,Pasta
240,27.4,12.1,Penne with Grilled Portabellas and Pecorino,8.3,1.3,Pasta
103,16.9,3.2,Creamy Vegan Chili Pasta,3.8,1.6,Pasta
203,22.9,7.4,Chicken and Spinach Pasta Bake,11.6,1.6,Pasta
190,32.8,5.4,Creamy One Pot Pasta,4.8,1.2,Pasta
154,15.9,7.0,Vegetarian lasagna,6.6,3.5,Pasta
112,24.0,0.2,Pineapple Black Beans and Couscous,4.0,7.6,Pasta
81,12.2,2.2,Lentil and Sweet Potato Curry,4.2,1.2,Pasta
115,20.7,1.5,Greek Pasta with Tomatoes and White Beans,6.3,1.0,Pasta
35,3.3,2.3,Zucchini Noodles,1.2,2.4,Pasta
278,12.9,19.2,Spinach Cheese Pasta,13.7,1.7,Pasta
196,26.3,4.0,Chicken Pad Thai,12.6,0.6,Pasta
168,33.8,1.4,Pasta with Fresh Tomato Sauce,7.5,2.1,Pasta
135,15.9,6.1,Redneck Casserole,5.6,3.1,Pasta
99,2.7,7.1,Shrimp and Mushroom Zoodles,6.8,1.2,Pasta
240,39.2,6.4,Mediterranean Pasta,7.6,5.5,Pasta
401,40.9,23.5,Fettucine Alfredo,10.4,0.8,Pasta
274,36.5,7.4,Spaghetti Nests,14.3,2.3,Pasta
427,53.4,16.5,Greek Spaghetti,15.8,2.0,Pasta
190,21.1,7.3,Simple Spaghetti and Meat Sauce,9.1,3.1,Pasta
257,39.5,6.9,Spaghetti with Mushrooms Garlic and Oil,7.3,2.2,Pasta
365,49.4,16.3,Easy Olive Oil Tomato and Basil Pasta,9.7,0.5,Pasta
287,49.8,7.4,Pastachutta,9.8,1.0,Pasta
